words,count_2005,count_2006,count_2007,count_2008,count_2009,count_2010,count_2011,count_2012,count_2013,count_2014,count_2015,count_2016
scheduled,,,,,,,,,,,1.0,
melding,,,,,,,,,,,1.0,
categorical,,,,,,,,,,,,2.0
underlying,,,,,,,,,,,,2.0
expressivity,,,,,,,,,,,,2.0
non-smooth,,,,,,,,,,,,2.0
kronecker,,,,,,,,,,,,2.0
redundant,,,,,,,,,,,,2.0
navigation,,,,,,,,,,,,2.0
discrepancy,,,,,,,,,,,,2.0
maxima,,,,,,,,,,,,2.0
phased,,,,,,,,,,,,2.0
long-term,,,,,,,,,,,,2.0
quantile,,,,,,,,,,,,2.0
spreading,,,,,,,,,,,,2.0
assignment,,,,,,,,,,,,2.0
attend,,,,,,,,,,,,2.0
achieving,,,,,,,,,,,,2.0
behavioral,,,,,,,,,,,,2.0
evolving,,,,,,,,,,,,2.0
intuitive,,,,,,,,,,,,2.0
attacks,,,,,,,,,,,,2.0
operator,,,,,,,,,,,,2.0
procedural,,,,,,,,,,,,2.0
guarantee,,,,,,,,,,,,2.0
deconvolving,,,,,,,,,,,,1.0
full-capacity,,,,,,,,,,,,1.0
attentive,,,,,,,,,,,,1.0
relu,,,,,,,,,,,,1.0
trails,,,,,,,,,,,,1.0
sample-efficient,,,,,,,,,,,,1.0
writer,,,,,,,,,,,,1.0
confusions,,,,,,,,,,,,1.0
unitary,,,,,,,,,,,,1.0
censored,,,,,,,,,,,,1.0
retain,,,,,,,,,,,,1.0
loops,,,,,,,,,,,,1.0
characterize,,,,,,,,,,,,1.0
campaigning,,,,,,,,,,,,1.0
multistage,,,,,,,,,,,,1.0
definitions,,,,,,,,,,,,1.0
transient,,,,,,,,,,,,1.0
chaos,,,,,,,,,,,,1.0
split,,,,,,,,,,,,1.0
structure-blind,,,,,,,,,,,,1.0
generator,,,,,,,,,,,,1.0
lbi,,,,,,,,,,,,1.0
preferred,,,,,,,,,,,,1.0
decoders,,,,,,,,,,,,1.0
pixelcnn,,,,,,,,,,,,1.0
solvable,,,,,,,,,,,,1.0
denoiser,,,,,,,,,,,,1.0
approximately-convex,,,,,,,,,,,,1.0
opportunity,,,,,,,,,,,,1.0
hunting,,,,,,,,,,,,1.0
mover's,,,,,,,,,,,,1.0
knapsacks,,,,,,,,,,,,1.0
assortment,,,,,,,,,,,,1.0
mallows,,,,,,,,,,,,1.0
hi-c,,,,,,,,,,,,1.0
non-generative,,,,,,,,,,,,1.0
gaifman,,,,,,,,,,,,1.0
schemes,,,,,,,,,,,,1.0
equality,,,,,,,,,,,,1.0
budget-optimality,,,,,,,,,,,,1.0
amino,,,,,,,,,,,,1.0
repeat,,,,,,,,,,,,1.0
has,,,,,,,,,,,,1.0
factorwise,,,,,,,,,,,,1.0
decomposed,,,,,,,,,,,,1.0
steroids,,,,,,,,,,,,1.0
showing,,,,,,,,,,,,1.0
poisson-gamma,,,,,,,,,,,,1.0
life-long,,,,,,,,,,,,1.0
noise-tolerant,,,,,,,,,,,,1.0
composing,,,,,,,,,,,,1.0
peripheral,,,,,,,,,,,,1.0
experiential,,,,,,,,,,,,1.0
poking,,,,,,,,,,,,1.0
poke,,,,,,,,,,,,1.0
emissions,,,,,,,,,,,,1.0
sequence-to-sequence,,,,,,,,,,,,1.0
budget-fidelity,,,,,,,,,,,,1.0
balancing,,,,,,,,,,,,1.0
suspense,,,,,,,,,,,,1.0
endogenous,,,,,,,,,,,,1.0
lattices,,,,,,,,,,,,1.0
moment-matching,,,,,,,,,,,,1.0
approximately,,,,,,,,,,,,1.0
updates,,,,,,,,,,,,1.0
comprehensive,,,,,,,,,,,,1.0
indices,,,,,,,,,,,,1.0
finite-dimensional,,,,,,,,,,,,1.0
bfry,,,,,,,,,,,,1.0
posteriori,,,,,,,,,,,,1.0
launch,,,,,,,,,,,,1.0
iterate,,,,,,,,,,,,1.0
exchangeability,,,,,,,,,,,,1.0
churn,,,,,,,,,,,,1.0
congruent,,,,,,,,,,,,1.0
opposite,,,,,,,,,,,,1.0
healthcare,,,,,,,,,,,,1.0
segregation,,,,,,,,,,,,1.0
anisotropic,,,,,,,,,,,,1.0
nestt,,,,,,,,,,,,1.0
k*-nearest,,,,,,,,,,,,1.0
pagerank,,,,,,,,,,,,1.0
same-cluster,,,,,,,,,,,,1.0
infer,,,,,,,,,,,,1.0
gittins,,,,,,,,,,,,1.0
non-monotonically,,,,,,,,,,,,1.0
oracle-based,,,,,,,,,,,,1.0
zeroth-order,,,,,,,,,,,,1.0
sdp,,,,,,,,,,,,1.0
multiplexing,,,,,,,,,,,,1.0
back-propagation,,,,,,,,,,,,1.0
curved,,,,,,,,,,,,1.0
leader,,,,,,,,,,,,1.0
following,,,,,,,,,,,,1.0
mocap-guided,,,,,,,,,,,,1.0
liftable,,,,,,,,,,,,1.0
sisters,,,,,,,,,,,,1.0
creating,,,,,,,,,,,,1.0
laplace-beltrami,,,,,,,,,,,,1.0
beta-risk,,,,,,,,,,,,1.0
debiasing,,,,,,,,,,,,1.0
systems-theoretic,,,,,,,,,,,,1.0
inertial,,,,,,,,,,,,1.0
spatiotemporally,,,,,,,,,,,,1.0
quantum,,,,,,,,,,,,1.0
homemaker,,,,,,,,,,,,1.0
bootstrapped,,,,,,,,,,,,1.0
woman,,,,,,,,,,,,1.0
dqn,,,,,,,,,,,,1.0
programmer,,,,,,,,,,,,1.0
operations,,,,,,,,,,,,1.0
long,,,,,,,,,,,,1.0
subspaces,,,,,,,,,,,,1.0
event-based,,,,,,,,,,,,1.0
computation-efficient,,,,,,,,,,,,1.0
lightrnn,,,,,,,,,,,,1.0
kf,,,,,,,,,,,,1.0
backprop,,,,,,,,,,,,1.0
occupancy,,,,,,,,,,,,1.0
select-and-sample,,,,,,,,,,,,1.0
man,,,,,,,,,,,,1.0
blazing,,,,,,,,,,,,1.0
equipped,,,,,,,,,,,,1.0
one-vs-each,,,,,,,,,,,,1.0
histogram,,,,,,,,,,,,1.0
nonequilibrium,,,,,,,,,,,,1.0
block-structured,,,,,,,,,,,,1.0
rayleigh,,,,,,,,,,,,1.0
dpps,,,,,,,,,,,,1.0
edge-exchangeable,,,,,,,,,,,,1.0
batched,,,,,,,,,,,,1.0
contact,,,,,,,,,,,,1.0
intensity,,,,,,,,,,,,1.0
memory-efficient,,,,,,,,,,,,1.0
fabrics,,,,,,,,,,,,1.0
three-composite,,,,,,,,,,,,1.0
multistep,,,,,,,,,,,,1.0
binarized,,,,,,,,,,,,1.0
magnitude,,,,,,,,,,,,1.0
values,,,,,,,,,,,,1.0
consequences,,,,,,,,,,,,1.0
if-then,,,,,,,,,,,,1.0
public-private,,,,,,,,,,,,1.0
multi-pass,,,,,,,,,,,,1.0
user-item,,,,,,,,,,,,1.0
memory-augmented,,,,,,,,,,,,1.0
reads,,,,,,,,,,,,1.0
exemplar,,,,,,,,,,,,1.0
writes,,,,,,,,,,,,1.0
coevolutionary,,,,,,,,,,,,1.0
triggering,,,,,,,,,,,,1.0
shot,,,,,,,,,,,,1.0
professor,,,,,,,,,,,,1.0
strikes,,,,,,,,,,,,1.0
forcing,,,,,,,,,,,,1.0
1d,,,,,,,,,,,,1.0
smoothers,,,,,,,,,,,,1.0
(qru),,,,,,,,,,,,1.0
inventories,,,,,,,,,,,,1.0
intermittent,,,,,,,,,,,,1.0
interaction-aware,,,,,,,,,,,,1.0
differentially-private,,,,,,,,,,,,1.0
conceptual,,,,,,,,,,,,1.0
goemans-williamson,,,,,,,,,,,,1.0
acid,,,,,,,,,,,,1.0
metabolic,,,,,,,,,,,,1.0
quickly,,,,,,,,,,,,1.0
erm,,,,,,,,,,,,1.0
metagrad,,,,,,,,,,,,1.0
replace,,,,,,,,,,,,1.0
delinquents,,,,,,,,,,,,1.0
yggdrasil,,,,,,,,,,,,1.0
average-case,,,,,,,,,,,,1.0
rip,,,,,,,,,,,,1.0
certification,,,,,,,,,,,,1.0
forward,,,,,,,,,,,,1.0
imposters,,,,,,,,,,,,1.0
purkinje,,,,,,,,,,,,1.0
facilitates,,,,,,,,,,,,1.0
anticipatory,,,,,,,,,,,,1.0
urn,,,,,,,,,,,,1.0
cliquecnn,,,,,,,,,,,,1.0
peer,,,,,,,,,,,,1.0
time-contrastive,,,,,,,,,,,,1.0
high-channel,,,,,,,,,,,,1.0
superposition,,,,,,,,,,,,1.0
modularization,,,,,,,,,,,,1.0
rkhss,,,,,,,,,,,,1.0
forget-me-not,,,,,,,,,,,,1.0
tagger,,,,,,,,,,,,1.0
statistical-computational,,,,,,,,,,,,1.0
communication-optimal,,,,,,,,,,,,1.0
kilosort,,,,,,,,,,,,1.0
probes,,,,,,,,,,,,1.0
dialog-based,,,,,,,,,,,,1.0
paragraph,,,,,,,,,,,,1.0
projection-free,,,,,,,,,,,,1.0
spectrahedron,,,,,,,,,,,,1.0
soundnet,,,,,,,,,,,,1.0
accelerate,,,,,,,,,,,,1.0
lazysvd,,,,,,,,,,,,1.0
koopman,,,,,,,,,,,,1.0
echolocating,,,,,,,,,,,,1.0
bats,,,,,,,,,,,,1.0
perforatedcnns,,,,,,,,,,,,1.0
elimination,,,,,,,,,,,,1.0
convolutions,,,,,,,,,,,,1.0
contexts,,,,,,,,,,,,1.0
coordinates,,,,,,,,,,,,1.0
barzilai-borwein,,,,,,,,,,,,1.0
transportation,,,,,,,,,,,,1.0
spals,,,,,,,,,,,,1.0
leverage,,,,,,,,,,,,1.0
explore-then-commit,,,,,,,,,,,,1.0
even,,,,,,,,,,,,1.0
refined,,,,,,,,,,,,1.0
positive-unlabeled,,,,,,,,,,,,1.0
positive-negative,,,,,,,,,,,,1.0
o,,,,,,,,,,,,1.0
finite-sample,,,,,,,,,,,,1.0
fixed-k,,,,,,,,,,,,1.0
cross-region,,,,,,,,,,,,1.0
meg/eeg,,,,,,,,,,,,1.0
multi-metric,,,,,,,,,,,,1.0
condorcet,,,,,,,,,,,,1.0
winners,,,,,,,,,,,,1.0
tournament,,,,,,,,,,,,1.0
similarity-aware,,,,,,,,,,,,1.0
finite-sum,,,,,,,,,,,,1.0
parity,,,,,,,,,,,,1.0
yet,,,,,,,,,,,,1.0
agonizing,,,,,,,,,,,,1.0
pain,,,,,,,,,,,,1.0
linear-memory,,,,,,,,,,,,1.0
decomposition-invariant,,,,,,,,,,,,1.0
polytopes,,,,,,,,,,,,1.0
theoretically,,,,,,,,,,,,1.0
grounded,,,,,,,,,,,,1.0
multi-batch,,,,,,,,,,,,1.0
vime,,,,,,,,,,,,1.0
correspondence-lda,,,,,,,,,,,,1.0
(gc-lda),,,,,,,,,,,,1.0
np,,,,,,,,,,,,1.0
affinity-based,,,,,,,,,,,,1.0
competing,,,,,,,,,,,,1.0
mab,,,,,,,,,,,,1.0
zero-sum,,,,,,,,,,,,1.0
surge,,,,,,,,,,,,1.0
surface,,,,,,,,,,,,1.0
out,,,,,,,,,,,,1.0
typicality,,,,,,,,,,,,1.0
sos,,,,,,,,,,,,1.0
amortized,,,,,,,,,,,,1.0
draw,,,,,,,,,,,,1.0
apalm,,,,,,,,,,,,1.0
clapping,,,,,,,,,,,,1.0
palm,,,,,,,,,,,,1.0
low-density,,,,,,,,,,,,1.0
separators,,,,,,,,,,,,1.0
cnns,,,,,,,,,,,,1.0
cnnpack,,,,,,,,,,,,1.0
packing,,,,,,,,,,,,1.0
natural-parameter,,,,,,,,,,,,1.0
unit,,,,,,,,,,,,1.0
admm-net,,,,,,,,,,,,1.0
swapout,,,,,,,,,,,,1.0
regularizing,,,,,,,,,,,,1.0
without-replacement,,,,,,,,,,,,1.0
seedings,,,,,,,,,,,,1.0
high-rank,,,,,,,,,,,,1.0
self-expressive,,,,,,,,,,,,1.0
shapes,,,,,,,,,,,,1.0
generative-adversarial,,,,,,,,,,,,1.0
future,,,,,,,,,,,,1.0
f-gan,,,,,,,,,,,,1.0
formula,,,,,,,,,,,,1.0
stream-based,,,,,,,,,,,,1.0
feed-forward,,,,,,,,,,,,1.0
perceived,,,,,,,,,,,,1.0
feature-level,,,,,,,,,,,,1.0
behave,,,,,,,,,,,,1.0
like,,,,,,,,,,,,1.0
relatively,,,,,,,,,,,,1.0
coin,,,,,,,,,,,,1.0
betting,,,,,,,,,,,,1.0
poor,,,,,,,,,,,,1.0
minima,,,,,,,,,,,,1.0
constant-factor,,,,,,,,,,,,1.0
bi-criteria,,,,,,,,,,,,1.0
neurally-guided,,,,,,,,,,,,1.0
question-image,,,,,,,,,,,,1.0
proof,,,,,,,,,,,,1.0
co-attention,,,,,,,,,,,,1.0
encoders,,,,,,,,,,,,1.0
fpnn,,,,,,,,,,,,1.0
crf-cnn,,,,,,,,,,,,1.0
classic,,,,,,,,,,,,1.0
disco,,,,,,,,,,,,1.0
dissimilarity,,,,,,,,,,,,1.0
qa,,,,,,,,,,,,1.0
cma-es,,,,,,,,,,,,1.0
storage,,,,,,,,,,,,1.0
r-fcn,,,,,,,,,,,,1.0
recommend,,,,,,,,,,,,1.0
fill,,,,,,,,,,,,1.0
blanks,,,,,,,,,,,,1.0
epiphany,,,,,,,,,,,,1.0
purpose,,,,,,,,,,,,1.0
baseline,,,,,,,,,,,,1.0
graphons,,,,,,,,,,,,1.0
mergeons,,,,,,,,,,,,1.0
captions,,,,,,,,,,,,1.0
review,,,,,,,,,,,,1.0
caption,,,,,,,,,,,,1.0
stein,,,,,,,,,,,,1.0
semibandits,,,,,,,,,,,,1.0
satisfying,,,,,,,,,,,,1.0
goals,,,,,,,,,,,,1.0
exploitation,,,,,,,,,,,,1.0
bandwidth,,,,,,,,,,,,1.0
interpretability,,,,,,,,,,,,1.0
criticize,,,,,,,,,,,,1.0
communicate,,,,,,,,,,,,1.0
vc,,,,,,,,,,,,1.0
infogan,,,,,,,,,,,,1.0
sleeping,,,,,,,,,,,,1.0
layers,,,,,,,,,,,,1.0
f-divergences,,,,,,,,,,,,1.0
gans,,,,,,,,,,,,1.0
deepmath,,,,,,,,,,,,1.0
premise,,,,,,,,,,,,1.0
deeper,,,,,,,,,,,,1.0
initialization,,,,,,,,,,,,1.0
significant,,,,,,,,,,,,1.0
covariates,,,,,,,,,,,,1.0
geometrical,,,,,,,,,,,,1.0
group-sparse,,,,,,,,,,,,1.0
feature-distributed,,,,,,,,,,,,1.0
screen-and-clean,,,,,,,,,,,,1.0
r-w,,,,,,,,,,,,1.0
bi-objective,,,,,,,,,,,,1.0
burer-monteiro,,,,,,,,,,,,1.0
works,,,,,,,,,,,,1.0
block-models,,,,,,,,,,,,1.0
make,,,,,,,,,,,,1.0
kinetic,,,,,,,,,,,,1.0
lens,,,,,,,,,,,,1.0
little,,,,,,,,,,,,1.0
restoration,,,,,,,,,,,,1.0
encoder-decoder,,,,,,,,,,,,1.0
skip,,,,,,,,,,,,1.0
positives,,,,,,,,,,,,1.0
mean-field,,,,,,,,,,,,1.0
cyclades,,,,,,,,,,,,1.0
conflict-free,,,,,,,,,,,,1.0
sample-optimal,,,,,,,,,,,,1.0
reshaped,,,,,,,,,,,,1.0
wirtinger,,,,,,,,,,,,1.0
isometric,,,,,,,,,,,,1.0
harmonizing,,,,,,,,,,,,1.0
person,,,,,,,,,,,,1.0
re-identification,,,,,,,,,,,,1.0
transferrable,,,,,,,,,,,,1.0
brains,,,,,,,,,,,,1.0
dose-response,,,,,,,,,,,,1.0
lagrangian,,,,,,,,,,,,1.0
treewidth-bounded,,,,,,,,,,,,1.0
count-based,,,,,,,,,,,,1.0
level-set,,,,,,,,,,,,1.0
seboost,,,,,,,,,,,,1.0
observational-interventional,,,,,,,,,,,,1.0
dot,,,,,,,,,,,,1.0
overidentification,,,,,,,,,,,,1.0
(asap),,,,,,,,,,,,1.0
multiple-play,,,,,,,,,,,,1.0
position-based,,,,,,,,,,,,1.0
reductions,,,,,,,,,,,,1.0
valid,,,,,,,,,,,,1.0
slack-variable,,,,,,,,,,,,1.0
edges,,,,,,,,,,,,1.0
triangles,,,,,,,,,,,,1.0
vine,,,,,,,,,,,,1.0
ks,,,,,,,,,,,,1.0
surgery,,,,,,,,,,,,1.0
dnns,,,,,,,,,,,,1.0
multibatch,,,,,,,,,,,,1.0
pseudo-bayesian,,,,,,,,,,,,1.0
saddle-point,,,,,,,,,,,,1.0
microclustering,,,,,,,,,,,,1.0
entity,,,,,,,,,,,,1.0
queueing,,,,,,,,,,,,1.0
multispectral,,,,,,,,,,,,1.0
odometers,,,,,,,,,,,,1.0
pay-as-you-go,,,,,,,,,,,,1.0
animal,,,,,,,,,,,,1.0
open-ended,,,,,,,,,,,,1.0
relevant,,,,,,,,,,,,1.0
diffusion-convolutional,,,,,,,,,,,,1.0
multi-neuron,,,,,,,,,,,,1.0
confidently,,,,,,,,,,,,1.0
patient's,,,,,,,,,,,,1.0
richardson-romberg,,,,,,,,,,,,1.0
coordinate-wise,,,,,,,,,,,,1.0
short-dot,,,,,,,,,,,,1.0
distributedly,,,,,,,,,,,,1.0
coded,,,,,,,,,,,,1.0
goal-driven,,,,,,,,,,,,1.0
also,,,,,,,,,,,,1.0
credit,,,,,,,,,,,,1.0
compiler,,,,,,,,,,,,1.0
correlated-pca,,,,,,,,,,,,1.0
multi-fidelity,,,,,,,,,,,,1.0
anchor-free,,,,,,,,,,,,1.0
adapter,,,,,,,,,,,,1.0
irregularly,,,,,,,,,,,,1.0
sampled,,,,,,,,,,,,1.0
architectural,,,,,,,,,,,,1.0
n-pair,,,,,,,,,,,,1.0
spoken,,,,,,,,,,,,1.0
poisoning,,,,,,,,,,,,1.0
factorization-based,,,,,,,,,,,,1.0
